Procedure Type,PROCEDURE NAME,Procedure End Goal,Procedure File Number,Step Number,EPRL,TEXT
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Action (How),"using  ""↑"" or ""↓"" buttons"
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Action (What),STOW EV1 EVA Mini-Workstation Kit ASSY 
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Action (Where),behind the Port Hatch Cargo Net
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Verification (How),light up
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Verification (What),The button 
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Verification (Where),PRS switch panel
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Waiting (How), positioned
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Waiting (What),until Drawer 1
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,20,Waiting (Where),in front of transfer port door
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Action (How),"using  ""↑"" or ""↓"" buttons"
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Action (What),REMOVE EV1 EVA Tool Kit
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Action (Where),from PRS_D1
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Verification (How),light up
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Verification (What),The button 
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Verification (Where),PRS switch panel
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Waiting (How), positioned
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Waiting (What),until Drawer 1
Manual Manipulation of Items,Reconfigure HAL for EVA,Configure the habitable airlock for EVA by removing EVA related items from PRS drawers and moving them to their designated location on the suit or in the habitable area. Non-EVA related items that cannot go to vacuum and are not essential for daily operations will replace the EVA items in the PRS drawers.,HAL_1_0.pdf,21,Waiting (Where),in front of transfer port door
