Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
Go-Around Procedure Manual 747,747,44722,0.878770833333333,270,1283,1318,Action (What),Action,accomplish after takeoffchecklist
Engine Start Procedure Manual 747,747,44722,0.87866087962963,272,407,414,Actor,Actor,captain
Engine Start Procedure Manual 747,747,44722,0.87866087962963,273,415,428,Action (What),Action,call  start
Engine Start Procedure Manual 747,747,44722,0.87866087962963,274,415,419,Action (Where),Action,call
Engine Start Procedure Manual 747,747,44722,0.87866087962963,275,420,428,Action (How),Action,start
Engine Start Procedure Manual 747,747,44722,0.87866087962963,276,431,478,Action (What),Action,position enginefuel control switch es  to run
Engine Start Procedure Manual 747,747,44722,0.87866087962963,277,431,439,Action (How),Action,position
Engine Start Procedure Manual 747,747,44722,0.87866087962963,278,440,470,Action (Where),Action,enginefuel control switch es
Engine Start Procedure Manual 747,747,44722,0.87866087962963,279,479,509,Waiting (What),Waiting,observe oil pressure increase
Engine Start Procedure Manual 747,747,44722,0.87866087962963,280,487,509,Waiting (How),Waiting,oil pressure increase
Engine Start Procedure Manual 747,747,44722,0.87866087962963,281,512,525,Actor,Actor,first officer
Engine Start Procedure Manual 747,747,44722,0.87866087962963,282,526,555,Action (What),Action,pull engine start switch es
Engine Start Procedure Manual 747,747,44722,0.87866087962963,283,531,555,Action (Where),Action,engine start switch es
Engine Start Procedure Manual 747,747,44722,0.87866087962963,284,556,560,Actor,Actor,both
Engine Start Procedure Manual 747,747,44722,0.87866087962963,285,561,652,Action (What),Action,monitor engine displays for start parameters listed below until engine s  arestabilized at
Engine Start Procedure Manual 747,747,44722,0.87866087962963,286,569,584,Action (Where),Action,engine displays
Engine Start Procedure Manual 747,747,44722,0.87866087962963,287,720,756,Trigger (What),Trigger,a fter engine s  stabilized at idle
Engine Start Procedure Manual 747,747,44722,0.87866087962963,288,757,801,Action (What),Action,repeat procedure to start remaining engines
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,290,331,343,Actor,Actor,pilot flying
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,291,344,360,Actor,Actor,pilot not flying
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,292,361,393,Action (What),Action,nacelle anti-ice selectors auto
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,293,394,412,Trigger (What),Trigger,above 10000 feet
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,294,400,412,Trigger (How),Trigger,10000 feet
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,295,413,457,Action (What),Action,position inboardlanding light switches off
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,296,422,452,Action (Where),Action,inboardlanding light switches
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,297,458,481,Trigger (What),Trigger,at transition altitude
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,298,482,508,Action (What),Action,set altimeters to standard
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,299,486,496,Action (Where),Action,altimeters
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,300,523,572,Trigger (What),Trigger,when fuel pmp stab l and rmessages are displayed
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,301,528,558,Trigger (How),Trigger,fuel pmp stab l and rmessages
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,302,577,599,Trigger (How),Trigger,tankquantity is zero
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,303,600,652,Action (What),Action,push both stabilizertank l and r pump switches off
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,304,600,604,Action (How),Action,push
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,305,653,701,Trigger (What),Trigger,when fuel ovrd ctr l or rmessages are displayed
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,306,658,687,Trigger (How),Trigger,fuel ovrd ctr l or rmessages
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,307,710,745,Trigger (How),Trigger,tankquantity is less than 900 kgs
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,308,746,789,Action (What),Action,push bothcenter l and r pump switches off
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,309,746,750,Action (How),Action,push
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,310,756,784,Action (Where),Action,center l and r pump switches
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,311,790,830,Trigger (What),Trigger,w hen fuel tank/eng message isdisplayed
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,312,796,817,Trigger (How),Trigger,fuel tank/eng message
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,313,835,933,Trigger (How),Trigger,fuel quantity in tank 2 isless than or equal to tank 1 or tank 3 isless than or equal to tank 4
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,314,934,989,Action (What),Action,pushoverride forward and aft pumpswitches 2 and 3 off
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,315,934,938,Action (How),Action,push
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,316,939,947,Action (Where),Action,override
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,317,960,977,Action (Where),Action,aft pumpswitches
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,318,994,1031,Action (What),Action,crossfeedvalve switches 1 and 4 off
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,319,994,1018,Action (Where),Action,crossfeedvalve switches
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,320,1032,1056,Trigger (What),Trigger,prior to top of descent
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,321,1057,1114,Action (What),Action,modify activeroute as required for arrival andapproach
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,322,1115,1140,Trigger (What),Trigger,w hen cleared to descend
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,323,1141,1169,Action (What),Action,set clearancelimit altitude
Climb And Cruise Procedure Manual 747,747,44722,0.878606481481482,324,1170,1177,Action (Where),Action,on mcp
After Start Procedure Manual 747,747,44722,0.878392361111111,326,324,340,Action (What),Action,apu selectoroff
After Start Procedure Manual 747,747,44722,0.878392361111111,327,324,336,Action (Where),Action,apu selector
After Start Procedure Manual 747,747,44722,0.878392361111111,328,341,377,Action (What),Action,hydraulic demand pump selectorsauto
After Start Procedure Manual 747,747,44722,0.878392361111111,329,341,372,Action (Where),Action,hydraulic demand pump selectors
After Start Procedure Manual 747,747,44722,0.878392361111111,330,378,415,Action (What),Action,nacelle anti-ice switchesas required
After Start Procedure Manual 747,747,44722,0.878392361111111,331,378,403,Action (Where),Action,nacelle anti-ice switches
After Start Procedure Manual 747,747,44722,0.878392361111111,332,416,449,Action (What),Action,aft cargo heat switchas required
After Start Procedure Manual 747,747,44722,0.878392361111111,333,416,437,Action (Where),Action,aft cargo heat switch
After Start Procedure Manual 747,747,44722,0.878392361111111,334,450,477,Action (What),Action,pack control selectorsnorm
After Start Procedure Manual 747,747,44722,0.878392361111111,335,450,472,Action (Where),Action,pack control selectors
After Start Procedure Manual 747,747,44722,0.878392361111111,336,478,496,Action (What),Action,recall switchpush
After Start Procedure Manual 747,747,44722,0.878392361111111,337,478,491,Action (Where),Action,recall switch
After Start Procedure Manual 747,747,44722,0.878392361111111,338,492,496,Action (How),Action,push
After Start Procedure Manual 747,747,44722,0.878392361111111,339,497,546,Verification (What),Verification,verify only appropriate alert messages displayed
After Start Procedure Manual 747,747,44722,0.878392361111111,340,577,586,Action (What),Action,cducheck
After Start Procedure Manual 747,747,44722,0.878392361111111,341,577,580,Action (Where),Action,cdu
After Start Procedure Manual 747,747,44722,0.878392361111111,342,587,618,Action (What),Action,verify takeoff speeds selected
After Start Procedure Manual 747,747,44722,0.878392361111111,343,619,641,Action (What),Action,ground equipmentclear
After Start Procedure Manual 747,747,44722,0.878392361111111,344,642,676,Action (What),Action,a ccomplish after start checklist
After Landing Procedure Manual 747,747,44722,0.878344907407407,347,387,411,Action (What),Action,strobe lights switchoff
After Landing Procedure Manual 747,747,44722,0.878344907407407,348,387,407,Action (Where),Action,strobe lights switch
After Landing Procedure Manual 747,747,44722,0.878344907407407,349,412,447,Action (What),Action,inboard landing lights switchesoff
After Landing Procedure Manual 747,747,44722,0.878344907407407,350,412,443,Action (Where),Action,inboard landing lights switches
After Landing Procedure Manual 747,747,44722,0.878344907407407,351,448,481,Action (What),Action,apu selectorstart release to on
After Landing Procedure Manual 747,747,44722,0.878344907407407,352,448,460,Action (Where),Action,apu selector
After Landing Procedure Manual 747,747,44722,0.878344907407407,353,482,506,Action (What),Action,weather radar switchoff
After Landing Procedure Manual 747,747,44722,0.878344907407407,354,482,502,Action (Where),Action,weather radar switch
After Landing Procedure Manual 747,747,44722,0.878344907407407,355,507,526,Action (What),Action,speedbrake leverdn
After Landing Procedure Manual 747,747,44722,0.878344907407407,356,507,523,Action (Where),Action,speedbrake lever
After Landing Procedure Manual 747,747,44722,0.878344907407407,357,527,540,Action (What),Action,flap leverup
After Landing Procedure Manual 747,747,44722,0.878344907407407,358,527,537,Action (Where),Action,flap lever
After Landing Procedure Manual 747,747,44722,0.878344907407407,359,541,564,Action (What),Action,autobrakes selectoroff
After Landing Procedure Manual 747,747,44722,0.878344907407407,360,541,560,Action (Where),Action,autobrakes selector
After Landing Procedure Manual 747,747,44722,0.878344907407407,361,565,595,Action (What),Action,transponder mode selectorstby
After Landing Procedure Manual 747,747,44722,0.878344907407407,362,565,590,Action (Where),Action,transponder mode selector
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,364,1075,1086,Trigger (Where),Trigger,ground crew
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,365,1087,1114,Trigger (How),Trigger,all doors checked locked
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,366,1115,1158,Trigger (How),Trigger,ready to push release the parking brake
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,367,1159,1186,Trigger (How),Trigger,cleared to start engines
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,368,1187,1194,Actor,Actor,captain
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,369,1195,1235,Action (What),Action,verify door open alert is not displayed
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,370,1236,1248,Action (What),Action,acknowledge
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,371,1249,1275,Action (What),Action,release the parking brake
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,372,1276,1311,Action (How),Action,cleared to push brakes released
Push-Back Tow Out Procedure,Other,44722,0.878295138888889,373,1312,1331,Action (How),Action,starting engines
Power Out Procedure,Other,44722,0.878253472222222,375,141,152,Actor,Actor,ground crew
Power Out Procedure,Other,44722,0.878253472222222,376,153,180,Action (What),Action,all doors checked locked
Power Out Procedure,Other,44722,0.878253472222222,377,153,180,Action (How),Action,all doors checked locked
Power Out Procedure,Other,44722,0.878253472222222,378,183,196,Action (What),Action,set brakes
Power Out Procedure,Other,44722,0.878253472222222,379,183,196,Action (How),Action,set brakes
Power Out Procedure,Other,44722,0.878253472222222,380,197,224,Action (What),Action,cleared to start engines
Power Out Procedure,Other,44722,0.878253472222222,381,197,224,Action (How),Action,cleared to start engines
Power Out Procedure,Other,44722,0.878253472222222,382,227,250,Action (What),Action,steering reconnected
Power Out Procedure,Other,44722,0.878253472222222,383,227,250,Action (How),Action,steering reconnected
Power Out Procedure,Other,44722,0.878253472222222,384,251,258,Actor,Actor,captain
Power Out Procedure,Other,44722,0.878253472222222,385,259,299,Action (What),Action,verify door open alert is not displayed
Power Out Procedure,Other,44722,0.878253472222222,386,300,312,Action (What),Action,acknowledge
Power Out Procedure,Other,44722,0.878253472222222,387,313,326,Action (What),Action,brakes set
Power Out Procedure,Other,44722,0.878253472222222,388,313,326,Action (How),Action,brakes set
Power Out Procedure,Other,44722,0.878253472222222,389,327,346,Action (What),Action,starting engines
Power Out Procedure,Other,44722,0.878253472222222,390,327,346,Action (How),Action,starting engines
Power Out Procedure,Other,44722,0.878253472222222,391,347,359,Action (What),Action,acknowledge
Final Descent Procedure,Other,44722,0.878208333333333,393,2444,2451,Actor,Actor,pf pnf
Final Descent Procedure,Other,44722,0.878208333333333,394,2484,2652,Action (What),Action,observe all flight instruments to ensure no warning or failureindications appear instruments are in agreement and navigationradios are tuned to correct frequencies
Final Descent Procedure,Other,44722,0.878208333333333,395,2653,2744,Action (What),Action,verify vor/adf switches onthe efis control panels are properly positioned for both pilots
